CUSTID,SDATE,店舗,商品,数量,単価,小計
101065,2024-01-20,店舗1,商品12,4,194,776
101163,2024-01-20,店舗1,商品12,5,194,970
102063,2024-01-20,店舗1,商品01,8,172,1376
102063,2024-01-20,店舗1,商品12,4,194,776
102437,2024-01-20,店舗1,商品12,3,194,582
102664,2024-01-20,店舗1,商品12,5,194,970
102806,2024-01-20,店舗1,商品01,5,172,860
103173,2024-01-20,店舗1,商品09,6,172,1032
103193,2024-01-20,店舗1,商品12,5,194,970
103317,2024-01-20,店舗1,商品12,7,194,1358
103339,2024-01-20,店舗1,商品12,10,194,1940
103339,2024-01-20,店舗1,商品12,7,194,1358
103394,2024-01-20,店舗1,商品12,9,194,1746
103699,2024-01-20,店舗1,商品12,6,194,1164
103839,2024-01-20,店舗1,商品12,4,194,776
103915,2024-01-20,店舗1,商品12,3,194,582
104852,2024-01-20,店舗1,商品02,1,297,297
105000,2024-01-20,店舗1,商品12,3,194,582
105873,2024-01-20,店舗1,商品06,9,194,1746
100012,2024-01-20,店舗2,商品09,3,172,516
105020,2024-01-20,店舗2,商品05,1,194,194
105020,2024-01-20,店舗2,商品06,2,194,388
105156,2024-01-20,店舗2,商品08,2,194,388
105584,2024-01-20,店舗2,商品07,1,172,172
100038,2024-01-21,店舗1,商品12,6,194,1164
100170,2024-01-21,店舗1,商品01,11,172,1892
100416,2024-01-21,店舗1,商品12,6,194,1164
100876,2024-01-21,店舗1,商品12,5,194,970
101037,2024-01-21,店舗1,商品12,4,194,776
101074,2024-01-21,店舗1,商品12,5,194,970
101831,2024-01-21,店舗1,商品12,9,194,1746
102393,2024-01-21,店舗1,商品12,14,194,2716
102833,2024-01-21,店舗1,商品12,15,194,2910
103120,2024-01-21,店舗1,商品12,7,194,1358
103559,2024-01-21,店舗1,商品12,6,194,1164
104295,2024-01-21,店舗1,商品12,3,194,582
104477,2024-01-21,店舗1,商品12,8,194,1552
104604,2024-01-21,店舗1,商品12,5,194,970
104845,2024-01-21,店舗1,商品12,8,194,1552
105048,2024-01-21,店舗1,商品10,6,194,1164
105068,2024-01-21,店舗1,商品12,6,194,1164
105245,2024-01-21,店舗1,商品12,6,194,1164
105355,2024-01-21,店舗1,商品10,7,194,1358
105596,2024-01-21,店舗1,商品12,7,194,1358
100883,2024-01-21,店舗2,商品08,2,194,388
101731,2024-01-21,店舗2,商品07,1,172,172
101731,2024-01-21,店舗2,商品07,1,172,172
101731,2024-01-21,店舗2,商品07,2,172,344
100570,2024-01-22,店舗1,商品12,3,194,582
100852,2024-01-22,店舗1,商品12,5,194,970
101135,2024-01-22,店舗1,商品12,2,194,388
101135,2024-01-22,店舗1,商品12,5,194,970
101461,2024-01-22,店舗1,商品12,2,194,388
102374,2024-01-22,店舗1,商品12,4,194,776
103082,2024-01-22,店舗1,商品12,3,194,582
103082,2024-01-22,店舗1,商品12,4,194,776
103082,2024-01-22,店舗1,商品12,4,194,776
103084,2024-01-22,店舗1,商品12,3,194,582
101171,2024-01-22,店舗2,商品09,1,172,172
101171,2024-01-22,店舗2,商品09,3,172,516
102126,2024-01-22,店舗2,商品07,2,172,344
102345,2024-01-22,店舗2,商品09,1,172,172
103082,2024-01-22,店舗2,商品04,1,194,194
103082,2024-01-22,店舗2,商品04,2,194,388
103082,2024-01-22,店舗2,商品08,1,194,194
103173,2024-01-22,店舗2,商品05,2,194,388
103339,2024-01-22,店舗2,商品09,2,172,344
103339,2024-01-22,店舗2,商品09,2,172,344
103339,2024-01-22,店舗2,商品09,2,172,344
104510,2024-01-22,店舗2,商品04,3,194,582
104826,2024-01-22,店舗2,商品04,2,194,388
104914,2024-01-22,店舗2,商品07,2,172,344
105376,2024-01-22,店舗2,商品05,2,194,388
105376,2024-01-22,店舗2,商品08,2,194,388
105910,2024-01-22,店舗2,商品04,3,194,582
105910,2024-01-22,店舗2,商品04,3,194,582
100074,2024-01-23,店舗1,商品12,4,194,776
100393,2024-01-23,店舗1,商品12,3,194,582
101121,2024-01-23,店舗1,商品12,7,194,1358
102866,2024-01-23,店舗1,商品12,5,194,970
103564,2024-01-23,店舗1,商品12,5,194,970
104234,2024-01-23,店舗1,商品12,8,194,1552
105010,2024-01-23,店舗1,商品11,3,594,1782
102869,2024-01-23,店舗2,商品05,6,194,1164
102899,2024-01-23,店舗2,商品09,3,172,516
102928,2024-01-23,店舗2,商品08,1,194,194
103174,2024-01-23,店舗2,商品09,3,172,516
103199,2024-01-23,店舗2,商品09,2,172,344
103682,2024-01-23,店舗2,商品09,3,172,516
103682,2024-01-23,店舗2,商品09,2,172,344
103682,2024-01-23,店舗2,商品09,3,172,516
103793,2024-01-23,店舗2,商品07,2,172,344
104029,2024-01-23,店舗2,商品08,2,194,388
104383,2024-01-23,店舗2,商品08,3,194,582
104548,2024-01-23,店舗2,商品07,3,172,516
105587,2024-01-23,店舗2,商品01,3,172,516
100165,2024-01-24,店舗1,商品09,2,172,344
100532,2024-01-24,店舗1,商品12,3,194,582
100585,2024-01-24,店舗1,商品12,5,194,970
101175,2024-01-24,店舗1,商品12,2,194,388
101175,2024-01-24,店舗1,商品12,8,194,1552
104545,2024-01-24,店舗1,商品12,3,194,582
104571,2024-01-24,店舗1,商品12,4,194,776
104717,2024-01-24,店舗1,商品12,6,194,1164
105468,2024-01-24,店舗1,商品12,5,194,970
100322,2024-01-24,店舗2,商品07,2,172,344
101246,2024-01-24,店舗2,商品09,2,172,344
101365,2024-01-24,店舗2,商品09,2,172,344
101751,2024-01-24,店舗2,商品08,2,194,388
102786,2024-01-24,店舗2,商品08,4,194,776
103166,2024-01-24,店舗2,商品09,2,172,344
103352,2024-01-24,店舗2,商品06,2,194,388
103352,2024-01-24,店舗2,商品07,2,172,344
103601,2024-01-24,店舗2,商品09,4,172,688
104978,2024-01-24,店舗2,商品09,1,172,172
105472,2024-01-24,店舗2,商品07,3,172,516
105472,2024-01-24,店舗2,商品07,1,172,172
105472,2024-01-24,店舗2,商品07,2,172,344
105514,2024-01-24,店舗2,商品07,2,172,344
105945,2024-01-24,店舗2,商品07,4,172,688
105945,2024-01-24,店舗2,商品08,2,194,388
100906,2024-01-25,店舗1,商品12,6,194,1164
101136,2024-01-25,店舗1,商品12,6,194,1164
101564,2024-01-25,店舗1,商品11,1,594,594
103629,2024-01-25,店舗1,商品12,5,194,970
104100,2024-01-25,店舗1,商品12,5,194,970
104441,2024-01-25,店舗1,商品12,4,194,776
104905,2024-01-25,店舗1,商品12,11,194,2134
100813,2024-01-25,店舗2,商品08,3,194,582
101591,2024-01-25,店舗2,商品04,4,194,776
102689,2024-01-25,店舗2,商品09,3,172,516
103648,2024-01-25,店舗2,商品07,1,172,172
103797,2024-01-25,店舗2,商品09,2,172,344
104572,2024-01-25,店舗2,商品07,4,172,688
104780,2024-01-25,店舗2,商品04,2,194,388
104780,2024-01-25,店舗2,商品04,4,194,776
105161,2024-01-25,店舗2,商品04,3,194,582
105615,2024-01-25,店舗2,商品09,4,172,688
105763,2024-01-25,店舗2,商品08,3,194,582
105875,2024-01-25,店舗2,商品06,2,194,388
100464,2024-01-26,店舗1,商品12,3,194,582
100464,2024-01-26,店舗1,商品12,5,194,970
100464,2024-01-26,店舗1,商品12,6,194,1164
101562,2024-01-26,店舗1,商品12,3,194,582
102211,2024-01-26,店舗1,商品12,7,194,1358
102288,2024-01-26,店舗1,商品12,6,194,1164
102845,2024-01-26,店舗1,商品12,3,194,582
103098,2024-01-26,店舗1,商品04,3,194,582
103365,2024-01-26,店舗1,商品12,8,194,1552
104282,2024-01-26,店舗1,商品12,4,194,776
104285,2024-01-26,店舗1,商品12,4,194,776
105742,2024-01-26,店舗1,商品09,3,172,516
100409,2024-01-26,店舗2,商品08,5,194,970
101304,2024-01-26,店舗2,商品07,2,172,344
101590,2024-01-26,店舗2,商品01,3,172,516
102052,2024-01-26,店舗2,商品07,1,172,172
102985,2024-01-26,店舗2,商品09,3,172,516
102985,2024-01-26,店舗2,商品09,2,172,344
103720,2024-01-26,店舗2,商品07,3,172,516
104171,2024-01-26,店舗2,商品08,3,194,582
104445,2024-01-26,店舗2,商品04,2,194,388
104445,2024-01-26,店舗2,商品04,4,194,776
104510,2024-01-26,店舗2,商品09,4,172,688
104510,2024-01-26,店舗2,商品09,2,172,344
104523,2024-01-26,店舗2,商品04,1,194,194
105033,2024-01-26,店舗2,商品09,3,172,516
105667,2024-01-26,店舗2,商品09,2,172,344
100012,2024-01-27,店舗1,商品12,3,194,582
100587,2024-01-27,店舗1,商品12,4,194,776
101073,2024-01-27,店舗1,商品12,6,194,1164
101430,2024-01-27,店舗1,商品12,5,194,970
101430,2024-01-27,店舗1,商品12,7,194,1358
101731,2024-01-27,店舗1,商品12,6,194,1164
101967,2024-01-27,店舗1,商品12,8,194,1552
102331,2024-01-27,店舗1,商品12,4,194,776
102391,2024-01-27,店舗1,商品12,8,194,1552
102485,2024-01-27,店舗1,商品12,5,194,970
102820,2024-01-27,店舗1,商品12,5,194,970
103157,2024-01-27,店舗1,商品12,8,194,1552
103198,2024-01-27,店舗1,商品12,6,194,1164
103494,2024-01-27,店舗1,商品12,6,194,1164
103494,2024-01-27,店舗1,商品12,7,194,1358
103494,2024-01-27,店舗1,商品12,4,194,776
103916,2024-01-27,店舗1,商品12,4,194,776
104120,2024-01-27,店舗1,商品09,7,172,1204
104120,2024-01-27,店舗1,商品10,7,194,1358
104371,2024-01-27,店舗1,商品12,5,194,970
104371,2024-01-27,店舗1,商品12,6,194,1164
104545,2024-01-27,店舗1,商品12,6,194,1164
104545,2024-01-27,店舗1,商品12,7,194,1358
104598,2024-01-27,店舗1,商品12,2,194,388
104704,2024-01-27,店舗1,商品12,8,194,1552
104931,2024-01-27,店舗1,商品12,4,194,776
104931,2024-01-27,店舗1,商品12,5,194,970
104931,2024-01-27,店舗1,商品12,7,194,1358
104931,2024-01-27,店舗1,商品12,4,194,776
105104,2024-01-27,店舗1,商品12,3,194,582
105953,2024-01-27,店舗1,商品12,6,194,1164
101084,2024-01-27,店舗2,商品09,2,172,344
103400,2024-01-27,店舗2,商品07,2,172,344
104725,2024-01-27,店舗2,商品04,4,194,776
105493,2024-01-27,店舗2,商品07,2,172,344
100601,2024-01-28,店舗1,商品12,5,194,970
100725,2024-01-28,店舗1,商品06,9,194,1746
100725,2024-01-28,店舗1,商品12,4,194,776
100959,2024-01-28,店舗1,商品12,4,194,776
101194,2024-01-28,店舗1,商品12,4,194,776
101361,2024-01-28,店舗1,商品12,4,194,776
101389,2024-01-28,店舗1,商品12,6,194,1164
101687,2024-01-28,店舗1,商品12,3,194,582
102184,2024-01-28,店舗1,商品12,5,194,970
102184,2024-01-28,店舗1,商品12,4,194,776
102374,2024-01-28,店舗1,商品12,4,194,776
102374,2024-01-28,店舗1,商品12,6,194,1164
102374,2024-01-28,店舗1,商品12,7,194,1358
102374,2024-01-28,店舗1,商品12,6,194,1164
102374,2024-01-28,店舗1,商品12,5,194,970
102374,2024-01-28,店舗1,商品12,10,194,1940
102420,2024-01-28,店舗1,商品12,2,194,388
102958,2024-01-28,店舗1,商品12,7,194,1358
103995,2024-01-28,店舗1,商品12,6,194,1164
104100,2024-01-28,店舗1,商品12,4,194,776
104120,2024-01-28,店舗1,商品07,3,172,516
104916,2024-01-28,店舗1,商品12,10,194,1940
105000,2024-01-28,店舗1,商品12,3,194,582
105040,2024-01-28,店舗1,商品12,4,194,776
105312,2024-01-28,店舗1,商品12,15,194,2910
105312,2024-01-28,店舗1,商品12,5,194,970
105742,2024-01-28,店舗1,商品12,5,194,970
105747,2024-01-28,店舗1,商品12,4,194,776
102448,2024-01-28,店舗2,商品07,2,172,344
102552,2024-01-28,店舗2,商品09,1,172,172
102552,2024-01-28,店舗2,商品09,1,172,172
103945,2024-01-28,店舗2,商品07,2,172,344
100527,2024-01-29,店舗1,商品12,4,194,776
101657,2024-01-29,店舗1,商品12,4,194,776
102424,2024-01-29,店舗1,商品12,3,194,582
103213,2024-01-29,店舗1,商品04,2,194,388
103213,2024-01-29,店舗1,商品11,1,594,594
103775,2024-01-29,店舗1,商品12,5,194,970
103856,2024-01-29,店舗1,商品12,6,194,1164
103856,2024-01-29,店舗1,商品12,7,194,1358
105539,2024-01-29,店舗1,商品12,3,194,582
100829,2024-01-29,店舗2,商品07,2,172,344
101211,2024-01-29,店舗2,商品04,4,194,776
102744,2024-01-29,店舗2,商品04,3,194,582
102910,2024-01-29,店舗2,商品09,3,172,516
103315,2024-01-29,店舗2,商品04,2,194,388
103316,2024-01-29,店舗2,商品05,3,194,582
103557,2024-01-29,店舗2,商品09,2,172,344
103557,2024-01-29,店舗2,商品09,2,172,344
104009,2024-01-29,店舗2,商品01,3,172,516
104106,2024-01-29,店舗2,商品07,3,172,516
105505,2024-01-29,店舗2,商品04,2,194,388
105505,2024-01-29,店舗2,商品04,1,194,194
105505,2024-01-29,店舗2,商品04,2,194,388
105514,2024-01-29,店舗2,商品09,3,172,516
105913,2024-01-29,店舗2,商品08,2,194,388
101454,2024-01-30,店舗1,商品12,5,194,970
102321,2024-01-30,店舗1,商品12,3,194,582
102806,2024-01-30,店舗1,商品01,1,172,172
102806,2024-01-30,店舗1,商品01,3,172,516
102806,2024-01-30,店舗1,商品04,3,194,582
103761,2024-01-30,店舗1,商品12,4,194,776
103807,2024-01-30,店舗1,商品12,4,194,776
103807,2024-01-30,店舗1,商品12,3,194,582
104485,2024-01-30,店舗1,商品12,3,194,582
104623,2024-01-30,店舗1,商品12,5,194,970
100234,2024-01-30,店舗2,商品08,2,194,388
100459,2024-01-30,店舗2,商品01,2,172,344
100459,2024-01-30,店舗2,商品01,2,172,344
100459,2024-01-30,店舗2,商品01,1,172,172
100459,2024-01-30,店舗2,商品01,2,172,344
101805,2024-01-30,店舗2,商品04,2,194,388
101916,2024-01-30,店舗2,商品08,3,194,582
103004,2024-01-30,店舗2,商品09,2,172,344
103004,2024-01-30,店舗2,商品09,3,172,516
103090,2024-01-30,店舗2,商品09,2,172,344
103979,2024-01-30,店舗2,商品07,3,172,516
103995,2024-01-30,店舗2,商品09,4,172,688
104582,2024-01-30,店舗2,商品09,2,172,344
105124,2024-01-30,店舗2,商品09,3,172,516
105622,2024-01-30,店舗2,商品09,3,172,516
105962,2024-01-30,店舗2,商品07,2,172,344
100281,2024-01-31,店舗1,商品04,4,194,776
100929,2024-01-31,店舗1,商品12,5,194,970
100929,2024-01-31,店舗1,商品12,3,194,582
101734,2024-01-31,店舗1,商品12,4,194,776
102951,2024-01-31,店舗1,商品12,5,194,970
103192,2024-01-31,店舗1,商品12,5,194,970
103461,2024-01-31,店舗1,商品12,5,194,970
105391,2024-01-31,店舗1,商品12,6,194,1164
100416,2024-01-31,店舗2,商品04,2,194,388
100416,2024-01-31,店舗2,商品06,3,194,582
100575,2024-01-31,店舗2,商品01,3,172,516
100585,2024-01-31,店舗2,商品04,3,194,582
100585,2024-01-31,店舗2,商品04,3,194,582
101591,2024-01-31,店舗2,商品09,3,172,516
101730,2024-01-31,店舗2,商品07,4,172,688
102845,2024-01-31,店舗2,商品09,3,172,516
103258,2024-01-31,店舗2,商品09,4,172,688
104066,2024-01-31,店舗2,商品04,1,194,194
104450,2024-01-31,店舗2,商品08,2,194,388
104571,2024-01-31,店舗2,商品07,2,172,344
104623,2024-01-31,店舗2,商品04,2,194,388
105876,2024-01-31,店舗2,商品05,4,194,776
100192,2024-02-01,店舗1,商品12,5,194,970
100239,2024-02-01,店舗1,商品12,5,194,970
101276,2024-02-01,店舗1,商品12,7,194,1358
102485,2024-02-01,店舗1,商品12,5,194,970
102562,2024-02-01,店舗1,商品12,3,194,582
103257,2024-02-01,店舗1,商品12,5,194,970
103257,2024-02-01,店舗1,商品12,4,194,776
105396,2024-02-01,店舗1,商品12,2,194,388
100244,2024-02-01,店舗2,商品08,2,194,388
100981,2024-02-01,店舗2,商品07,3,172,516
101731,2024-02-01,店舗2,商品07,3,172,516
102646,2024-02-01,店舗2,商品08,5,194,970
103022,2024-02-01,店舗2,商品01,2,172,344
103995,2024-02-01,店舗2,商品01,3,172,516
104114,2024-02-01,店舗2,商品09,3,172,516
104293,2024-02-01,店舗2,商品05,2,194,388
105144,2024-02-01,店舗2,商品09,5,172,860
105514,2024-02-01,店舗2,商品09,4,172,688
105667,2024-02-01,店舗2,商品06,4,194,776
105755,2024-02-01,店舗2,商品08,3,194,582
100570,2024-02-02,店舗1,商品12,2,194,388
101375,2024-02-02,店舗1,商品12,3,194,582
101502,2024-02-02,店舗1,商品12,3,194,582
101731,2024-02-02,店舗1,商品12,7,194,1358
102437,2024-02-02,店舗1,商品12,4,194,776
102767,2024-02-02,店舗1,商品12,3,194,582
102933,2024-02-02,店舗1,商品12,3,194,582
102933,2024-02-02,店舗1,商品12,4,194,776
104550,2024-02-02,店舗1,商品12,4,194,776
104550,2024-02-02,店舗1,商品12,3,194,582
104550,2024-02-02,店舗1,商品12,8,194,1552
104779,2024-02-02,店舗1,商品12,7,194,1358
100127,2024-02-02,店舗2,商品07,2,172,344
100824,2024-02-02,店舗2,商品09,2,172,344
100824,2024-02-02,店舗2,商品09,4,172,688
100824,2024-02-02,店舗2,商品09,6,172,1032
101121,2024-02-02,店舗2,商品04,3,194,582
101501,2024-02-02,店舗2,商品03,1,421,421
102424,2024-02-02,店舗2,商品09,2,172,344
102485,2024-02-02,店舗2,商品04,2,194,388
102648,2024-02-02,店舗2,商品04,3,194,582
102791,2024-02-02,店舗2,商品07,2,172,344
102910,2024-02-02,店舗2,商品09,4,172,688
102996,2024-02-02,店舗2,商品09,2,172,344
102996,2024-02-02,店舗2,商品09,4,172,688
104314,2024-02-02,店舗2,商品08,2,194,388
105578,2024-02-02,店舗2,商品07,3,172,516
105667,2024-02-02,店舗2,商品09,2,172,344
100184,2024-02-03,店舗1,商品12,7,194,1358
100184,2024-02-03,店舗1,商品12,3,194,582
100184,2024-02-03,店舗1,商品12,4,194,776
100184,2024-02-03,店舗1,商品12,6,194,1164
100184,2024-02-03,店舗1,商品12,6,194,1164
100184,2024-02-03,店舗1,商品12,3,194,582
100342,2024-02-03,店舗1,商品04,5,194,970
100399,2024-02-03,店舗1,商品12,2,194,388
100709,2024-02-03,店舗1,商品12,4,194,776
100977,2024-02-03,店舗1,商品12,7,194,1358
101543,2024-02-03,店舗1,商品12,7,194,1358
102065,2024-02-03,店舗1,商品12,8,194,1552
102140,2024-02-03,店舗1,商品12,5,194,970
102270,2024-02-03,店舗1,商品12,4,194,776
102270,2024-02-03,店舗1,商品12,4,194,776
103193,2024-02-03,店舗1,商品12,6,194,1164
103193,2024-02-03,店舗1,商品12,3,194,582
103261,2024-02-03,店舗1,商品12,4,194,776
103316,2024-02-03,店舗1,商品12,6,194,1164
103695,2024-02-03,店舗1,商品12,5,194,970
104381,2024-02-03,店舗1,商品12,10,194,1940
104505,2024-02-03,店舗1,商品12,7,194,1358
104771,2024-02-03,店舗1,商品12,6,194,1164
105230,2024-02-03,店舗1,商品12,7,194,1358
105395,2024-02-03,店舗1,商品01,7,172,1204
105439,2024-02-03,店舗1,商品12,7,194,1358
100419,2024-02-03,店舗2,商品06,4,194,776
102117,2024-02-03,店舗2,商品08,2,194,388
103060,2024-02-03,店舗2,商品05,2,194,388
103461,2024-02-03,店舗2,商品01,2,172,344
100281,2024-02-04,店舗1,商品12,5,194,970
100685,2024-02-04,店舗1,商品12,10,194,1940
100726,2024-02-04,店舗1,商品12,7,194,1358
100989,2024-02-04,店舗1,商品12,3,194,582
100989,2024-02-04,店舗1,商品12,7,194,1358
101098,2024-02-04,店舗1,商品12,6,194,1164
101310,2024-02-04,店舗1,商品12,6,194,1164
101582,2024-02-04,店舗1,商品12,3,194,582
103074,2024-02-04,店舗1,商品06,6,194,1164
103074,2024-02-04,店舗1,商品07,6,172,1032
103394,2024-02-04,店舗1,商品12,7,194,1358
103394,2024-02-04,店舗1,商品12,4,194,776
103587,2024-02-04,店舗1,商品12,5,194,970
103724,2024-02-04,店舗1,商品12,4,194,776
103765,2024-02-04,店舗1,商品12,5,194,970
103797,2024-02-04,店舗1,商品01,6,172,1032
103992,2024-02-04,店舗1,商品12,6,194,1164
103992,2024-02-04,店舗1,商品12,7,194,1358
104068,2024-02-04,店舗1,商品12,7,194,1358
104184,2024-02-04,店舗1,商品12,4,194,776
104184,2024-02-04,店舗1,商品12,5,194,970
104547,2024-02-04,店舗1,商品12,4,194,776
104640,2024-02-04,店舗1,商品12,5,194,970
104779,2024-02-04,店舗1,商品05,8,194,1552
105615,2024-02-04,店舗1,商品12,4,194,776
105615,2024-02-04,店舗1,商品12,6,194,1164
100416,2024-02-04,店舗2,商品06,2,194,388
102507,2024-02-04,店舗2,商品04,1,194,194
102507,2024-02-04,店舗2,商品07,2,172,344
103917,2024-02-04,店舗2,商品09,1,172,172
101349,2024-02-05,店舗1,商品12,7,194,1358
102958,2024-02-05,店舗1,商品12,2,194,388
103595,2024-02-05,店舗1,商品12,4,194,776
103629,2024-02-05,店舗1,商品12,10,194,1940
104068,2024-02-05,店舗1,商品12,4,194,776
104640,2024-02-05,店舗1,商品12,4,194,776
101100,2024-02-05,店舗2,商品08,2,194,388
101814,2024-02-05,店舗2,商品08,2,194,388
102119,2024-02-05,店舗2,商品09,2,172,344
102485,2024-02-05,店舗2,商品04,2,194,388
102636,2024-02-05,店舗2,商品09,3,172,516
103084,2024-02-05,店舗2,商品06,3,194,582
103084,2024-02-05,店舗2,商品06,2,194,388
103084,2024-02-05,店舗2,商品09,2,172,344
103285,2024-02-05,店舗2,商品09,3,172,516
103304,2024-02-05,店舗2,商品04,3,194,582
103689,2024-02-05,店舗2,商品08,1,194,194
103689,2024-02-05,店舗2,商品08,2,194,388
104079,2024-02-05,店舗2,商品08,1,194,194
105427,2024-02-05,店舗2,商品01,1,172,172
105427,2024-02-05,店舗2,商品01,2,172,344
105427,2024-02-05,店舗2,商品01,4,172,688
105742,2024-02-05,店舗2,商品09,3,172,516
102045,2024-02-06,店舗1,商品12,2,194,388
102045,2024-02-06,店舗1,商品12,3,194,582
102045,2024-02-06,店舗1,商品12,4,194,776
102045,2024-02-06,店舗1,商品12,6,194,1164
